sol,planetocentric_latitude,longitude,elevation
2466,-4.729775406,137.383585187,-4139.299
2466,-4.729798422,137.383573095,-4139.098
2466,-4.729824295,137.38355937,-4138.874
2466,-4.729850266,137.383545684,-4138.732
2466,-4.729871036,137.38353502,-4138.69
2468,-4.729885697,137.38352722,-4138.678
2468,-4.7299002,137.383519217,-4138.67
2468,-4.729914736,137.38351112,-4138.653
2468,-4.729925968,137.383505331,-4138.628
2468,-4.729940848,137.383498375,-4138.574
2468,-4.729955696,137.383491282,-4138.52
2468,-4.72997059,137.383484353,-4138.46
2468,-4.729985652,137.383477384,-4138.395
2468,-4.730000268,137.38347048,-4138.331
2468,-4.730018089,137.383461352,-4138.231
2468,-4.730023084,137.383458773,-4138.19
2468,-4.730021996,137.383458718,-4138.201
2468,-4.730021161,137.383458433,-4138.209
2468,-4.730020348,137.383458188,-4138.217
2468,-4.730021362,137.383441925,-4138.25
2468,-4.730023155,137.383425866,-4138.229
2468,-4.730025114,137.383409875,-4138.221
2468,-4.730027855,137.38338869,-4138.259
2468,-4.730028456,137.38338359,-4138.28
2473,-4.730028172,137.383383694,-4138.264
2473,-4.730027826,137.383383949,-4138.26
2473,-4.730038631,137.383373298,-4138.16
2473,-4.730046914,137.383365123,-4138.078
2473,-4.730058524,137.383352976,-4137.988
2473,-4.730067557,137.38334434,-4137.906
2473,-4.7300786,137.383334057,-4137.773
2473,-4.730092902,137.383320083,-4137.608
2473,-4.73009484,137.383318184,-4137.579
2473,-4.730107019,137.383302336,-4137.42
2473,-4.730114241,137.383283555,-4137.308
2473,-4.730115817,137.383263293,-4137.274
2473,-4.730114571,137.38324644,-4137.258
2473,-4.730113035,137.383230284,-4137.214
2473,-4.73011155,137.383214047,-4137.174
2473,-4.730110233,137.383197607,-4137.135
2473,-4.730108807,137.383180908,-4137.118
2473,-4.730107211,137.383163474,-4137.119
2473,-4.730105384,137.383146765,-4137.121
2473,-4.730104322,137.383133512,-4137.104
2473,-4.730103378,137.383116626,-4137.079
2473,-4.730102546,137.383098209,-4137.051
2473,-4.730102241,137.383098289,-4137.052
2473,-4.730100225,137.383081383,-4137.037
2473,-4.7300976,137.383060709,-4137.021
2473,-4.730096812,137.383054439,-4137.002
2473,-4.730096313,137.383054543,-4137.011
2473,-4.73009604,137.383055878,-4137.02
2475,-4.730095554,137.383055743,-4137.014
2475,-4.730097606,137.383072877,-4137.052
2475,-4.730099699,137.383085934,-4137.061
2475,-4.730102424,137.38309878,-4137.05
2475,-4.730107735,137.383117918,-4137.029
2475,-4.730107273,137.383118055,-4137.039
2475,-4.730108372,137.383135183,-4137.071
2475,-4.730109436,137.383152039,-4137.087
2475,-4.7301105,137.383168948,-4137.099
2475,-4.730111954,137.383186518,-4137.091
2475,-4.730113371,137.38320278,-4137.114
2475,-4.730114826,137.383219599,-4137.162
2475,-4.73011636,137.38323201,-4137.188
2475,-4.730118853,137.383248375,-4137.201
2475,-4.730121034,137.383265238,-4137.204
2475,-4.730122999,137.383281126,-4137.199
2475,-4.730125061,137.383297382,-4137.152
2475,-4.730126902,137.38330981,-4137.08
2475,-4.730130611,137.383329789,-4137.009
2475,-4.730130956,137.383331728,-4137.005
2475,-4.730132938,137.383344078,-4136.965
2475,-4.730134991,137.383360376,-4136.913
2475,-4.730137351,137.38337674,-4136.85
2475,-4.730138927,137.383389734,-4136.831
2475,-4.730140443,137.383402077,-4136.825
2475,-4.730142736,137.38341836,-4136.813
2475,-4.73014496,137.383434892,-4136.806
2475,-4.730147033,137.383455501,-4136.783
2475,-4.730147419,137.383461341,-4136.772
2475,-4.73014491,137.383461568,-4136.803
2475,-4.730142167,137.383461802,-4136.843
2475,-4.730140522,137.383461042,-4136.866
2475,-4.730154313,137.383461016,-4136.66
2475,-4.730168268,137.383461071,-4136.43
2475,-4.730181599,137.383461329,-4136.193
2475,-4.730191648,137.383461295,-4135.992
2475,-4.730207301,137.38346048,-4135.659
2475,-4.730211258,137.383460295,-4135.565
2475,-4.730212379,137.383460401,-4135.54
2476,-4.730191117,137.383459725,-4135.955
2476,-4.730172024,137.3834555,-4136.292
2476,-4.730155204,137.383448768,-4136.563
2476,-4.730153352,137.383448698,-4136.59
2476,-4.730167589,137.383444073,-4136.418
2476,-4.73018128,137.38343939,-4136.241
2476,-4.730194235,137.383435093,-4136.042
2476,-4.730196398,137.383434445,-4136.005
2476,-4.730195411,137.383434529,-4136.027
2476,-4.730207317,137.383432578,-4135.795
2476,-4.730221165,137.383430011,-4135.512
2476,-4.73022727,137.383428421,-4135.376
2476,-4.730231055,137.383427521,-4135.29
2477,-4.730216437,137.383429034,-4135.666
2477,-4.730193546,137.383432349,-4136.204
2477,-4.730188977,137.383432801,-4136.292
2477,-4.730186119,137.383432625,-4136.347
2477,-4.730182599,137.383448958,-4136.397
2477,-4.730178742,137.383464987,-4136.432
2477,-4.730175907,137.383477204,-4136.434
2477,-4.730172804,137.383492569,-4136.388
2477,-4.730169778,137.383507252,-4136.304
2477,-4.730167695,137.383521853,-4136.205
2477,-4.730166029,137.383537397,-4136.141
2477,-4.73016488,137.383554182,-4136.134
2477,-4.730164588,137.383566898,-4136.159
2477,-4.730164715,137.383583627,-4136.195
2477,-4.730164714,137.38360033,-4136.24
2477,-4.730164863,137.383613056,-4136.255
2477,-4.730165639,137.383629148,-4136.254
2477,-4.730166549,137.383645487,-4136.234
2477,-4.730167222,137.383658052,-4136.2
2477,-4.73016593,137.383657245,-4136.231
2477,-4.730197104,137.383665572,-4135.772
2477,-4.730227839,137.383674029,-4135.23
2477,-4.730267293,137.383684831,-4134.37
2480,-4.730276837,137.38368741,-4134.2
2480,-4.730290724,137.383691464,-4134.008
2480,-4.73030699,137.383696065,-4133.917
2480,-4.730322718,137.383700494,-4133.9
2480,-4.730322213,137.383700338,-4133.904
2480,-4.730322017,137.383700344,-4133.909
2480,-4.73032198,137.383700241,-4133.911
2480,-4.730321864,137.383700229,-4133.893
2480,-4.730329131,137.383685976,-4133.924
2480,-4.730336667,137.383671165,-4133.921
2480,-4.730343684,137.383657119,-4133.904
2480,-4.730350885,137.383642546,-4133.851
2480,-4.730357911,137.38362822,-4133.788
2480,-4.730366736,137.383609952,-4133.7
2480,-4.730369797,137.383603495,-4133.659
2480,-4.730376835,137.38358875,-4133.567
2480,-4.730383892,137.383574206,-4133.463
2480,-4.730390738,137.383559962,-4133.343
2480,-4.730397916,137.383545149,-4133.243
2480,-4.73040543,137.383529436,-4133.14
2481,-4.730405264,137.383530101,-4133.132
2481,-4.730388931,137.383525994,-4133.114
2481,-4.730372748,137.383522034,-4133.094
2481,-4.730356507,137.383517955,-4133.069
2481,-4.730336049,137.383512764,-4133.055
2481,-4.730329968,137.383511259,-4133.053
2481,-4.730328852,137.383511741,-4133.067
2481,-4.730325471,137.383517147,-4133.126
2481,-4.730320585,137.383524324,-4133.207
2481,-4.730315858,137.383531294,-4133.27
2481,-4.730311038,137.383538461,-4133.34
2481,-4.730309149,137.383541228,-4133.36
2555,-4.730309196,137.3835412,-4133.365
2555,-4.730309235,137.3835413,-4133.363
2555,-4.730322356,137.383532566,-4133.258
2555,-4.730335564,137.383523888,-4133.133
2555,-4.730345003,137.38351709,-4133.052
2555,-4.730357991,137.383506981,-4132.964
2555,-4.73037439,137.383494013,-4132.893
2555,-4.73037746,137.383491651,-4132.884
2555,-4.730377363,137.383491831,-4132.883
2555,-4.730377356,137.383492007,-4132.875
2555,-4.730377386,137.383492377,-4132.88
2555,-4.730392621,137.383498388,-4132.923
2555,-4.73040835,137.383504694,-4132.961
2555,-4.730424043,137.383510915,-4133.002
2555,-4.730439874,137.383517224,-4133.026
2555,-4.730455572,137.383523515,-4133.01
2555,-4.730470637,137.38352964,-4132.953
2555,-4.730485823,137.383535839,-4132.869
2555,-4.730501154,137.383542108,-4132.789
2555,-4.730516299,137.383548274,-4132.707
2555,-4.730531633,137.383554578,-4132.628
2555,-4.730546927,137.383560831,-4132.554
2555,-4.730562279,137.383567176,-4132.477
2555,-4.730577539,137.383573438,-4132.411
2555,-4.730593272,137.383580104,-4132.317
2555,-4.730604733,137.383584651,-4132.236
2555,-4.730619948,137.383590295,-4132.102
2555,-4.73063155,137.383594014,-4131.986
2555,-4.73064713,137.383598364,-4131.833
2555,-4.730662531,137.383602794,-4131.684
2555,-4.730674533,137.383606602,-4131.577
2555,-4.730691205,137.383612564,-4131.453
2555,-4.730690959,137.383612456,-4131.454
2555,-4.73069068,137.38361257,-4131.452
2555,-4.730690415,137.38361275,-4131.438
2555,-4.730705663,137.383605955,-4131.32
2555,-4.730720366,137.383599466,-4131.197
2555,-4.730735253,137.383592865,-4131.081
2555,-4.730750237,137.383586325,-4130.968
2555,-4.73076548,137.38357962,-4130.849
2555,-4.730780338,137.383573286,-4130.729
2555,-4.730795834,137.383566707,-4130.6
2555,-4.730810449,137.383560659,-4130.468
2555,-4.730828878,137.383553001,-4130.299
2555,-4.730836617,137.383549719,-4130.231
2555,-4.730836378,137.383549619,-4130.232
2555,-4.730849771,137.383540392,-4130.126
2555,-4.730863185,137.383531042,-4130.019
2555,-4.730876781,137.383521643,-4129.906
2555,-4.730890407,137.383512345,-4129.789
2555,-4.730906542,137.383501346,-4129.62
2555,-4.730906537,137.383501346,-4129.62
2555,-4.730906537,137.383501346,-4129.62
2556,-4.730893236,137.383510751,-4129.697
2556,-4.730932526,137.383482559,-4129.441
2556,-4.730939565,137.383477305,-4129.376
2556,-4.730939565,137.383477305,-4129.376
2556,-4.730939565,137.383477305,-4129.376
2556,-4.730939565,137.383477305,-4129.376
2556,-4.730938795,137.383477568,-4129.389
2556,-4.730925589,137.383487407,-4129.488
2556,-4.730912704,137.383496913,-4129.568
2556,-4.730912302,137.383496965,-4129.571
2556,-4.730912204,137.383496986,-4129.571
2556,-4.730920348,137.383483829,-4129.525
2556,-4.730925027,137.383476361,-4129.5
2559,-4.730912917,137.38349303,-4129.654
2559,-4.730910571,137.383496243,-4129.675
2559,-4.73091024,137.383496362,-4129.676
2559,-4.730910157,137.383496926,-4129.677
2559,-4.730921657,137.383508143,-4129.562
2559,-4.730933363,137.383519087,-4129.445
2559,-4.730945519,137.383530472,-4129.325
2559,-4.730954734,137.383538351,-4129.222
2559,-4.7309677,137.383548529,-4129.076
2559,-4.730966967,137.383548213,-4129.097
2559,-4.730981134,137.383542709,-4128.92
2559,-4.730995288,137.383536911,-4128.735
2559,-4.731009541,137.383530536,-4128.571
2559,-4.731023513,137.383524442,-4128.386
2559,-4.731037394,137.38351817,-4128.203
2559,-4.731051164,137.383511785,-4128.013
2559,-4.731059385,137.383507366,-4127.904
2559,-4.731069578,137.383500982,-4127.773
2559,-4.731082405,137.383492054,-4127.606
2559,-4.731094887,137.383483169,-4127.443
2559,-4.731107359,137.383474372,-4127.282
2559,-4.731117546,137.383467888,-4127.173
2559,-4.731131694,137.383459836,-4127.05
2559,-4.731131413,137.383459737,-4127.052
2559,-4.731148632,137.383452287,-4126.87
2559,-4.7311513,137.383451247,-4126.842
2559,-4.731149804,137.383450644,-4126.862
2559,-4.731161811,137.383440051,-4126.807
2559,-4.731174056,137.383430163,-4126.758
2559,-4.731187286,137.383419887,-4126.724
2559,-4.731200009,137.38341022,-4126.69
2559,-4.731216394,137.383397491,-4126.657
2559,-4.731217607,137.383396535,-4126.654
2559,-4.731217026,137.383395819,-4126.672
2559,-4.731216971,137.383395656,-4126.67
2559,-4.731216843,137.383395593,-4126.669
2559,-4.731231802,137.383396445,-4126.5
2563,-4.731231225,137.383395551,-4126.512
2563,-4.731245144,137.383386605,-4126.349
2563,-4.731259344,137.383377962,-4126.196
2563,-4.731273683,137.383369426,-4126.056
2563,-4.731291694,137.383358473,-4125.896
2563,-4.731298846,137.383354184,-4125.82
2565,-4.73131322,137.383345497,-4125.823
2565,-4.731327563,137.38333683,-4125.839
2565,-4.731342099,137.383328335,-4125.88
2565,-4.731356785,137.38331959,-4125.942
2565,-4.731370908,137.383310905,-4125.992
2565,-4.731384872,137.383302369,-4126.029
2565,-4.731398934,137.383293802,-4126.058
2565,-4.731413999,137.38328437,-4126.078
2565,-4.731428129,137.383275561,-4126.101
2565,-4.731441968,137.383267096,-4126.119
2565,-4.731456458,137.383258116,-4126.149
2565,-4.731470585,137.383249324,-4126.194
2565,-4.73148163,137.38324326,-4126.217
2565,-4.731496732,137.383235558,-4126.22
2565,-4.731511928,137.383227447,-4126.224
2565,-4.731526497,137.383219422,-4126.198
2565,-4.731540376,137.383211746,-4126.155
2565,-4.731554989,137.383203448,-4126.095
2565,-4.731569089,137.383194921,-4126.05
2565,-4.731582735,137.383187063,-4125.981
2565,-4.731593788,137.383180928,-4125.922
2565,-4.731604713,137.383175455,-4125.864
2565,-4.731619692,137.383169517,-4125.755
2565,-4.731638312,137.383162237,-4125.631
2565,-4.731641194,137.383161143,-4125.623
2565,-4.731640752,137.383160549,-4125.633
2565,-4.731640577,137.383160351,-4125.64
2565,-4.731640296,137.383160086,-4125.654
2565,-4.731654171,137.383166318,-4125.441
2565,-4.731667776,137.383172409,-4125.236
2565,-4.731682909,137.383178887,-4125.025
2565,-4.731696814,137.38318496,-4124.834
2565,-4.731710519,137.38319126,-4124.648
2565,-4.731727196,137.38319905,-4124.485
2565,-4.731728231,137.383199537,-4124.474
2565,-4.731743271,137.383206612,-4124.341
2565,-4.731758479,137.383213616,-4124.22
2565,-4.73176961,137.38321924,-4124.13
2565,-4.731784035,137.383227184,-4123.988
2565,-4.731801527,137.383236927,-4123.796
2565,-4.731804661,137.383238654,-4123.76
2568,-4.731803784,137.383238164,-4123.765
2568,-4.731814376,137.383250619,-4123.605
2568,-4.731824539,137.383261506,-4123.491
2568,-4.731835718,137.383274292,-4123.408
2568,-4.731847216,137.383286857,-4123.388
2568,-4.731856182,137.38329594,-4123.369
2568,-4.731870824,137.383309632,-4123.266
2568,-4.731872015,137.383310671,-4123.248
2568,-4.731880571,137.383319181,-4123.193
2568,-4.731892137,137.383331675,-4123.121
2568,-4.73190373,137.383344258,-4123.098
2568,-4.731915557,137.383356848,-4123.061
2568,-4.73192649,137.383368759,-4122.961
2568,-4.7319368,137.383379879,-4122.821
2568,-4.731946838,137.38339114,-4122.634
2568,-4.731956786,137.383401954,-4122.433
2568,-4.731965959,137.383411979,-4122.26
2568,-4.731978923,137.383424848,-4122.083
2568,-4.731981439,137.383427371,-4122.042
2568,-4.731981071,137.383426366,-4122.081
2568,-4.731996139,137.383433387,-4121.994
2568,-4.732009383,137.38343958,-4121.923
2568,-4.732020029,137.383444594,-4121.849
2568,-4.73201977,137.383444762,-4121.847
2568,-4.732033704,137.383455303,-4121.72
2568,-4.732034842,137.383456121,-4121.715
2568,-4.73203463,137.383455518,-4121.723
2568,-4.732050057,137.383457066,-4121.671
2568,-4.732062551,137.383457975,-4121.608
2568,-4.732079649,137.383458547,-4121.569
2568,-4.732095974,137.383459391,-4121.49
2568,-4.73209572,137.383459324,-4121.495
2568,-4.732114532,137.383462343,-4121.364
2568,-4.732122287,137.383463631,-4121.297
2568,-4.732121115,137.38346302,-4121.313
2568,-4.732135252,137.38346995,-4121.182
2568,-4.732149812,137.383477114,-4121.077
2568,-4.732165094,137.383484486,-4121.006
2568,-4.732179438,137.383491557,-4120.946
2568,-4.732193603,137.383498525,-4120.835
2568,-4.732210403,137.383507243,-4120.695
2568,-4.732216996,137.383510786,-4120.641
2568,-4.732215065,137.383509638,-4120.659
2568,-4.732228014,137.383503819,-4120.563
2568,-4.732242541,137.383497451,-4120.458
2568,-4.732257267,137.383491161,-4120.36
2568,-4.732268515,137.383486934,-4120.298
2568,-4.732283971,137.383481617,-4120.198
2568,-4.732303396,137.383475021,-4120.076
2568,-4.732304921,137.383474519,-4120.072
2568,-4.732316534,137.383470062,-4119.982
2568,-4.732331646,137.383463604,-4119.866
2568,-4.732342712,137.383458482,-4119.771
2568,-4.732342447,137.383458627,-4119.77
2568,-4.732361093,137.383450577,-4119.601
2568,-4.732367683,137.383447765,-4119.54
2570,-4.73236779,137.383447408,-4119.538
2570,-4.732378728,137.383445644,-4119.414
2570,-4.732389942,137.383443771,-4119.279
2570,-4.732406002,137.383441522,-4119.129
2570,-4.73242543,137.383439125,-4118.988
2570,-4.732427779,137.383438772,-4118.967
2570,-4.732427141,137.3834385,-4118.977
2570,-4.73242642,137.383438539,-4118.969
2570,-4.732438139,137.383430837,-4118.891
2570,-4.732451389,137.383422191,-4118.805
2570,-4.732464878,137.383413704,-4118.685
2570,-4.73247669,137.383405669,-4118.546
2570,-4.732489203,137.383397215,-4118.4
2570,-4.732504815,137.383386604,-4118.195
2570,-4.732507627,137.383384732,-4118.161
2570,-4.732508148,137.383384332,-4118.14
2572,-4.732512005,137.383381804,-4118.054
2572,-4.732510914,137.383382598,-4118.121
2572,-4.732510399,137.383383292,-4118.119
2572,-4.732520029,137.383380909,-4117.956
2572,-4.732535019,137.383376563,-4117.762
2572,-4.732549672,137.383372451,-4117.652
2572,-4.732548578,137.383372495,-4117.662
2572,-4.732568251,137.383368495,-4117.514
2572,-4.732567473,137.383368551,-4117.504
2572,-4.732566692,137.383370607,-4117.467
2572,-4.732566385,137.383370549,-4117.47
2575,-4.732566453,137.383369846,-4117.455
2575,-4.732566549,137.383369769,-4117.5
2575,-4.732566252,137.383369835,-4117.548
2575,-4.732566215,137.383370028,-4117.535
2575,-4.732566623,137.383370288,-4117.519
2575,-4.732566375,137.383370321,-4117.522
2575,-4.732549156,137.383375017,-4117.658
2575,-4.732534569,137.38337934,-4117.757
2575,-4.732518537,137.383383695,-4117.929
2575,-4.732503854,137.383387595,-4118.133
2575,-4.732487237,137.38339232,-4118.336
2575,-4.732470944,137.38339659,-4118.511
2575,-4.732454114,137.383401518,-4118.673
2575,-4.732438521,137.383406057,-4118.792
2575,-4.732422344,137.383410804,-4118.933
2575,-4.732406398,137.38341538,-4119.059
2575,-4.732390156,137.383420061,-4119.223
2575,-4.732374319,137.383424416,-4119.401
2575,-4.732356441,137.383429499,-4119.6
2575,-4.73235596,137.38342933,-4119.605
2575,-4.732355347,137.383429338,-4119.608
2575,-4.732354763,137.383429126,-4119.616
2575,-4.732354334,137.383428767,-4119.628
2575,-4.732354244,137.383428624,-4119.633
2575,-4.732353908,137.383428674,-4119.633
2575,-4.732351832,137.383411569,-4119.716
2575,-4.732349909,137.383394845,-4119.782
2575,-4.732347765,137.383377989,-4119.848
2575,-4.732345744,137.383360968,-4119.912
2575,-4.732344222,137.383348039,-4119.964
2575,-4.732343028,137.383331561,-4120.018
2575,-4.732341743,137.383314665,-4120.073
2575,-4.732340504,137.383298088,-4120.125
2575,-4.732339468,137.383281528,-4120.175
2575,-4.732338249,137.383264703,-4120.228
2575,-4.732337079,137.383248292,-4120.286
2575,-4.732335829,137.383231537,-4120.367
2575,-4.732334514,137.383215095,-4120.462
2575,-4.732333208,137.383197964,-4120.562
2575,-4.73233183,137.383181224,-4120.639
2575,-4.732330699,137.383164456,-4120.712
2575,-4.732329508,137.383147525,-4120.778
2575,-4.732328284,137.383130803,-4120.83
2575,-4.732327141,137.383114246,-4120.859
2575,-4.732325981,137.383097547,-4120.852
2575,-4.732324518,137.38307965,-4120.82
2575,-4.732324518,137.38307965,-4120.82
2575,-4.732324518,137.38307965,-4120.82
2575,-4.732322475,137.383063344,-4120.818
2575,-4.732322251,137.383046856,-4120.828
2575,-4.732322122,137.38302988,-4120.854
2575,-4.732322326,137.383017173,-4120.875
2575,-4.732323613,137.3829964,-4120.902
2575,-4.732323663,137.38299528,-4120.903
2575,-4.732323219,137.382994975,-4120.9
2575,-4.732323139,137.382994824,-4120.908
2575,-4.732323015,137.382994607,-4120.92
2575,-4.732322723,137.382994402,-4120.92
2577,-4.732322082,137.382994729,-4120.906
2577,-4.732323509,137.382978712,-4120.944
2577,-4.732325149,137.382962159,-4120.979
2577,-4.732327101,137.382941795,-4121.009
2577,-4.732327552,137.382937129,-4121.013
2577,-4.732326765,137.382935503,-4121.002
2577,-4.732325645,137.382934969,-4121.024
2577,-4.732338394,137.382926355,-4120.943
2577,-4.732350802,137.382917802,-4120.83
2577,-4.732364009,137.38290891,-4120.737
2577,-4.732376972,137.382899967,-4120.616
2577,-4.732389498,137.382891325,-4120.486
2577,-4.732403267,137.382882269,-4120.357
2577,-4.732413045,137.382875934,-4120.27
2577,-4.732414173,137.382875229,-4120.27
2577,-4.73241391,137.382874759,-4120.273
2577,-4.732431328,137.38286678,-4120.108
2577,-4.732434184,137.382865349,-4120.07
2577,-4.732447735,137.38285888,-4119.926
2577,-4.732462018,137.38285195,-4119.776
2577,-4.732475402,137.382845341,-4119.64
2577,-4.732486086,137.382839748,-4119.539
2577,-4.732502046,137.382830645,-4119.398
2577,-4.732509329,137.382826573,-4119.31
2582,-4.73250748,137.382826962,-4119.332
2582,-4.732507538,137.382826714,-4119.334
2582,-4.732521829,137.382829034,-4119.102
2582,-4.732533227,137.382830377,-4118.906
2582,-4.732550271,137.382832216,-4118.598
2582,-4.732557968,137.38283327,-4118.5
2582,-4.732559179,137.382833576,-4118.482
2582,-4.732556978,137.382834028,-4118.475
2582,-4.73256941,137.382832336,-4118.256
2582,-4.732575242,137.382831453,-4118.135
2582,-4.73257612,137.382831364,-4118.12
2586,-4.732559407,137.382833035,-4118.419
2586,-4.732542542,137.382834595,-4118.702
2586,-4.732529139,137.382835825,-4118.917
2586,-4.732511258,137.382837763,-4119.146
2586,-4.732495784,137.382839404,-4119.369
2586,-4.73247979,137.382841227,-4119.601
2586,-4.732463852,137.382842943,-4119.79
2586,-4.7324476,137.382844854,-4119.949
2586,-4.732430931,137.382846887,-4120.16
2586,-4.73241639,137.382848786,-4120.35
2586,-4.732398974,137.382850951,-4120.571
2586,-4.732382717,137.382852976,-4120.737
2586,-4.732364987,137.382855132,-4120.925
2586,-4.732349794,137.382857039,-4121.047
2586,-4.732327593,137.382859456,-4121.217
2586,-4.732323813,137.382859855,-4121.241
2586,-4.732323205,137.382860083,-4121.212
2586,-4.732322569,137.382860348,-4121.21
2586,-4.732322444,137.382860331,-4121.204
2586,-4.732322208,137.382860419,-4121.205
2586,-4.732328144,137.382845356,-4121.141
2586,-4.732334395,137.382830097,-4121.068
2586,-4.732340722,137.382814701,-4121.013
2586,-4.732346749,137.382799888,-4120.926
2586,-4.732352828,137.382785343,-4120.863
2586,-4.732357381,137.382773683,-4120.839
2586,-4.732362586,137.382758443,-4120.838
2586,-4.732368009,137.382741598,-4120.902
2586,-4.732372324,137.382729153,-4120.974
2586,-4.732378004,137.382714131,-4121.031
2586,-4.732384073,137.382698766,-4121.071
2586,-4.732390079,137.382683535,-4121.11
2586,-4.732396033,137.382667806,-4121.155
2586,-4.732401904,137.382652505,-4121.195
2586,-4.73240746,137.382637433,-4121.198
2586,-4.732414522,137.382617983,-4121.203
2586,-4.732417383,137.382609923,-4121.21
2586,-4.732422096,137.382598276,-4121.201
2586,-4.732428604,137.38258306,-4121.217
2586,-4.732434113,137.382571539,-4121.24
2586,-4.732442007,137.382556163,-4121.251
2586,-4.732449438,137.382541488,-4121.269
2586,-4.732457218,137.38252664,-4121.293
2586,-4.732464254,137.382512907,-4121.338
2586,-4.732471726,137.38249839,-4121.387
2586,-4.732477008,137.382487247,-4121.427
2586,-4.732483858,137.382471357,-4121.481
2586,-4.732490559,137.382456271,-4121.504
2586,-4.732499167,137.38243753,-4121.502
2586,-4.732499966,137.38243585,-4121.5
2589,-4.732499625,137.382436094,-4121.502
2589,-4.73249959,137.382436124,-4121.499
2589,-4.732512729,137.382427092,-4121.518
2589,-4.732526329,137.382417996,-4121.526
2589,-4.732537251,137.382410641,-4121.551
2589,-4.732551151,137.382401275,-4121.592
2589,-4.732564717,137.382392119,-4121.647
2589,-4.732578088,137.382383103,-4121.681
2589,-4.732591223,137.382374174,-4121.685
2589,-4.732605528,137.382364502,-4121.675
2589,-4.732605499,137.382364293,-4121.677
2589,-4.732605258,137.382364164,-4121.687
2589,-4.732605253,137.382364159,-4121.68
2589,-4.732605222,137.382364184,-4121.678
2589,-4.732605258,137.382364182,-4121.668
2589,-4.732605334,137.382364079,-4121.662
2589,-4.732595363,137.382358402,-4121.676
2589,-4.732595363,137.382358402,-4121.676
2589,-4.7325952,137.382358279,-4121.68
2590,-4.732606146,137.38236362,-4121.65
2590,-4.732606287,137.382363706,-4121.651
2590,-4.732606222,137.382363761,-4121.65
2590,-4.732606326,137.38236364,-4121.656
2590,-4.732606435,137.382363659,-4121.662
2590,-4.732606527,137.382363824,-4121.66
2590,-4.732606493,137.382364014,-4121.663
2590,-4.732606366,137.382364122,-4121.66
2590,-4.732592855,137.382374887,-4121.673
2590,-4.732579688,137.38238554,-4121.689
2590,-4.732566502,137.382395928,-4121.666
2590,-4.732553144,137.382406362,-4121.634
2590,-4.73253968,137.382417363,-4121.604
2590,-4.732526687,137.382428493,-4121.587
2590,-4.73251303,137.382439737,-4121.582
2590,-4.732500094,137.382450219,-4121.602
2590,-4.732490314,137.382458757,-4121.619
2590,-4.732474951,137.38247327,-4121.628
2590,-4.732475627,137.382472677,-4121.617
2590,-4.732475115,137.382472389,-4121.632
2590,-4.732466738,137.382457132,-4121.694
2590,-4.732458619,137.382442145,-4121.76
2590,-4.732450247,137.382426805,-4121.831
2590,-4.73244175,137.382411149,-4121.992
2590,-4.732433728,137.382396181,-4122.264
2590,-4.732425485,137.382380591,-4122.615
2590,-4.73241685,137.382364669,-4122.979
2590,-4.732406544,137.382346121,-4123.327
2590,-4.732406544,137.382346121,-4123.327
2590,-4.732424496,137.38232083,-4123.536
2590,-4.732442499,137.382295143,-4123.75
2590,-4.732460406,137.382269314,-4123.943
2590,-4.732479065,137.382241728,-4124.02
2590,-4.732496382,137.382216071,-4124.14
2590,-4.732513905,137.382190097,-4124.239
2590,-4.732527465,137.382169901,-4124.29
2592,-4.732530338,137.38216544,-4124.303
2592,-4.732533151,137.382161161,-4124.302
2592,-4.732535812,137.382157022,-4124.298
2592,-4.732538435,137.382153019,-4124.298
2593,-4.73254559,137.382142639,-4124.313
2593,-4.732553788,137.382132626,-4124.309
2593,-4.732565058,137.382119667,-4124.318
2593,-4.732576073,137.382107108,-4124.319
2593,-4.732587278,137.38209468,-4124.306
2593,-4.732598772,137.382081441,-4124.284
2593,-4.732609379,137.382069228,-4124.258
2593,-4.732620064,137.382056775,-4124.213
2593,-4.732630652,137.38204454,-4124.181
2593,-4.73264471,137.382028478,-4124.163
2593,-4.732652477,137.382018677,-4124.168
2593,-4.732662377,137.38200543,-4124.132
2593,-4.732671936,137.381992446,-4124.079
2593,-4.732681587,137.38197949,-4124.003
2593,-4.732691498,137.381966588,-4123.905
2593,-4.732698419,137.381956619,-4123.833
2593,-4.732707688,137.381942251,-4123.739
2593,-4.732715833,137.381929636,-4123.687
2593,-4.732724833,137.381915861,-4123.655
2593,-4.732734137,137.381901787,-4123.689
2593,-4.732743381,137.381887814,-4123.742
2593,-4.732752395,137.381874092,-4123.775
2593,-4.732761492,137.381860419,-4123.804
2593,-4.732768842,137.381850113,-4123.827
2593,-4.732779151,137.381836547,-4123.864
2593,-4.732789485,137.38182306,-4123.864
2593,-4.732799654,137.381810045,-4123.809
2593,-4.732805995,137.381800907,-4123.766
2593,-4.732817909,137.381782769,-4123.693
2593,-4.732820095,137.381779495,-4123.692
2593,-4.732820054,137.381779573,-4123.685
2593,-4.732819418,137.381779947,-4123.688
2593,-4.732818876,137.381780085,-4123.688
2593,-4.732835019,137.38177573,-4123.639
2593,-4.732850543,137.381771614,-4123.623
2593,-4.732869692,137.381766831,-4123.596
2593,-4.732885321,137.381762892,-4123.54
2593,-4.73290118,137.381759009,-4123.469
2593,-4.732916915,137.381755068,-4123.395
2593,-4.732932551,137.381751008,-4123.368
2593,-4.732951786,137.38174588,-4123.364
